Time,Day_of_week,Age_band_of_driver,Drivers_gender,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Casualty_gender,Age_band_of_casualty,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
8:00:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,2-5yrs,No defect,Church areas,One way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,5,Driver,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",Driving carelessly,Serious Injury
8:00:00,Friday,Under 18,Male,Elementary school,Employee,2-5yr,Automobile,Owner,1-2yr,No defect,,Undivided Two way,Tangent road with flat terrain,Other,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,31-50,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
16:05:00,Sunday,18-30,Male,Junior high school,Employee,Above 10yr,Public (> 45 seats),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
14:25:00,Tuesday,Unknown,Female,Writing & reading,Owner,5-10yr,Lorry (41?100Q),Owner,5-10yrs,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
14:25:00,Tuesday,Over 51,Male,Above high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Reversing,Driver or rider,Male,5,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
8:05:00,Monday,Unknown,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,No defect,Outside Rural village areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Serious Injury
11:25:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Serious Injury
5:46:00,Friday,18-30,Male,Elementary school,Employee,,Pick up upto 10Q,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving at high speed,Serious Injury
19:35:00,Thursday,Under 18,Male,Junior high school,Employee,1-2yr,Lorry (11?40Q),Owner,1-2yr,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Other,3,4,Going straight,na,na,na,Other,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
19:35:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,1-2yr,No defect,Hospital areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,4,Going straight,Driver or rider,Female,31-50,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
20:08:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Public (> 45 seats),Owner,2-5yrs,,Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Moving Backward,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Serious Injury
0:44:00,Sunday,Under 18,Male,Elementary school,Employee,2-5yr,Ridden horse,Governmental,Unknown,,Other,Double carriageway (median),Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - lights lit,Normal,,1,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
12:04:00,Monday,Over 51,Male,Junior high school,Owner,Above 10yr,Automobile,Owner,Unknown,No defect,School areas,,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,6,Going straight,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
12:04:00,Monday,31-50,Male,Junior high school,,5-10yr,Lorry (41?100Q),Governmental,Above 10yr,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,Passenger,Female,18-30,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
12:04:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (11?40Q),Owner,1-2yr,No defect,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
8:39:00,Monday,31-50,Male,Elementary school,Employee,1-2yr,Lorry (11?40Q),Owner,5-10yrs,No defect,Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,Employee,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
13:56:00,Sunday,31-50,Male,Elementary school,Employee,1-2yr,Lorry (11?40Q),Owner,Above 10yr,,Residential areas,Other,Tangent road with flat terrain,Out of junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,3,Going straight,Passenger,Female,Over 51,Driver,Normal,Not a Pedestrian,Overturning,Serious Injury
16:51:00,Saturday,18-30,Male,Junior high school,Employee,Unknown,Automobile,Owner,1-2yr,No defect,Office areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Female,18-30,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
21:34:00,Sunday,Unknown,Female,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
21:34:00,Sunday,18-30,Male,Above high school,Employee,5-10yr,Lorry (41?100Q),Governmental,Unknown,No defect,Church areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Over 51,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
14:00:00,Saturday,Unknown,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
11:49:00,Wednesday,Over 51,Male,Junior high school,,,Other,Owner,5-10yrs,,Church areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,1,1,Other,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Serious Injury
16:18:00,Saturday,18-30,Male,High school,Employee,1-2yr,Long lorry,Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
21:17:00,Saturday,Over 51,Male,High school,Owner,5-10yr,Public (13?45 seats),Owner,2-5yrs,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Going straight,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
21:17:00,Saturday,Over 51,Male,Junior high school,Employee,2-5yr,Automobile,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,4,Going straight,Passenger,Female,5,Employee,Normal,Not a Pedestrian,Other,Serious Injury
21:17:00,Saturday,Over 51,Male,Junior high school,Employee,2-5yr,Automobile,Owner,2-5yrs,,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,4,Going straight,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
17:01:00,Friday,31-50,Male,Above high school,Employee,5-10yr,Other,Owner,5-10yrs,,Church areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,18-30,Self-employed,Normal,Unknown or other,No distancing,Serious Injury
7:15:00,Tuesday,Unknown,Female,High school,Owner,,Automobile,Owner,2-5yrs,No defect,Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,Driver or rider,Male,18-30,Employee,Normal,Not a Pedestrian,Driving to the left,Serious Injury
10:49:00,Monday,18-30,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,2-5yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Other,na,na,na,Driver,Normal,Not a Pedestrian,Driving to the left,Serious Injury
18:00:00,Monday,Unknown,Female,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Unknown,Collision with roadside objects,1,1,Going straight,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
21:25:00,Tuesday,18-30,Male,Junior high school,Owner,1-2yr,Public (13?45 seats),Owner,1-2yr,No defect,Residential areas,Other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - no lighting,Raining,Collision with pedestrians,1,1,Going straight,Pedestrian,Female,31-50,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
15:18:00,Monday,31-50,Male,High school,Owner,2-5yr,Other,Owner,Unknown,7,Office areas,Other,Tangent road with flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,5,Other,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
6:50:00,Saturday,31-50,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,1,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Serious Injury
13:34:00,Friday,31-50,Male,Unknown,Owner,5-10yr,Stationwagen,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,5,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
6:09:00,Wednesday,31-50,Male,Elementary school,Employee,Below 1yr,Stationwagen,Owner,Above 10yr,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,Self-employed,Normal,Not a Pedestrian,Overtaking,Serious Injury
15:33:00,Sunday,18-30,Male,Elementary school,Employee,Above 10yr,Other,Owner,Unknown,No defect,Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Turnover,Pedestrian,Female,31-50,Driver,Normal,Not a Pedestrian,Other,Serious Injury
15:33:00,Sunday,18-30,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Driving to the left,Serious Injury
8:20:00,Friday,18-30,Male,Elementary school,Employee,Above 10yr,Stationwagen,Governmental,5-10yrs,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Cloudy,Collision with roadside objects,1,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
19:30:00,Tuesday,Unknown,Male,Junior high school,Employee,5-10yr,Automobile,Owner,1-2yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Driving at high speed,Serious Injury
19:30:00,Tuesday,31-50,Male,Elementary school,Employee,1-2yr,Public (> 45 seats),Organization,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
14:40:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Turnover,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
8:23:00,Friday,18-30,Male,High school,Owner,5-10yr,Lorry (11?40Q),Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Waiting to go,Driver or rider,Male,18-30,Employee,Normal,Not a Pedestrian,Moving Backward,Serious Injury
18:00:00,Tuesday,Under 18,Female,Junior high school,Employee,5-10yr,Stationwagen,Owner,Above 10yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,1,1,Going straight,Passenger,Female,31-50,Self-employed,Normal,Not a Pedestrian,No distancing,Serious Injury
8:17:00,Wednesday,Over 51,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Collision with pedestrians,1,1,Stopping,Pedestrian,Female,31-50,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Serious Injury
18:37:00,Thursday,Under 18,Male,Elementary school,Employee,2-5yr,Automobile,Organization,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Reversing,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
11:00:00,Wednesday,Unknown,Male,Junior high school,Employee,2-5yr,Long lorry,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,Under 18,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Serious Injury
0:36:00,Tuesday,Unknown,Male,Junior high school,Employee,Below 1yr,Long lorry,Owner,2-5yrs,,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
0:36:00,Tuesday,31-50,Male,Elementary school,Employee,5-10yr,Long lorry,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury
18:10:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,1-2yr,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Unemployed,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
